홀 번호,Par,합계 (Total SG),원본 SG,샷 상세 내역 (샷:위치:점수)
142,5,5.08,5.075,"1타 [TE] (-1.2점) -> 2타 [FW / 91] (0.98점) -> 3타 [FB / 23] (2.2점) -> 4타 [OB] (-0.62점) -> 5타 [FB / 97] (0.22점) -> 6타 [GA / 16] (-0.77점) -> 7타 [FB / 63] (-0.75점) -> 8타 [FB / 64] (0.21점) -> 9타 [GR / 13] (0.72점) -> 10타 [GR / 7] (0.7점) -> 11타 [GR / 3] (1.25점) -> 12타 [GR / 6] (1.05점) -> 13타 [GR / 7] (1.15점) -> 14타 [GR / 10] (0.65점) -> 15타 [GR / 4] (-0.7점)"
144,5,1.25,1.2549999999999997,"1타 [TE] (-0.62점) -> 2타 [RO / 150] (0.17점) -> 3타 [FW / 45] (-0.08점) -> 4타 [FW / 19] (0.06점) -> 5타 [FB / 124] (-1.15점) -> 6타 [FB / 40] (0.48점) -> 7타 [GA / 25] (-1.05점) -> 8타 [FW / 73] (-0.95점) -> 9타 [FW / 31] (1.41점) -> 10타 [FW / 31] (-0.1점) -> 11타 [GR / 7] (0.95점) -> 12타 [GR / 6] (1.15점) -> 13타 [GR / 9] (1.05점) -> 14타 [GR / 10] (1점) -> 15타 [GR / 10] (-1.05점)"
145,5,1.85,1.85,"1타 [TE] (-0.87점) -> 2타 [RO / 107] (0.9점) -> 3타 [RO / 84] (0.32점) -> 4타 [GA / 13] (-0.52점) -> 5타 [RO / 127] (-1.18점) -> 6타 [FW / 93] (1.21점) -> 7타 [FW / 93] (0.6점) -> 8타 [GB / 23] (0.71점) -> 9타 [GR / 19] (0.39점) -> 10타 [GR / 4] (1.15점) -> 11타 [GR / 6] (-0.85점)"
147,5,-5.12,-5.124999999999999,"1타 [TE] (-2점) -> 2타 [FW / 11] (-0.19점) -> 3타 [FB / 70] (-0.8점) -> 4타 [FB / 65] (0.38점) -> 5타 [GA / 16] (-0.65점) -> 6타 [FW / 150] (-1점) -> 7타 [FW / 103] (0.4점) -> 8타 [GR / 15] (-1.24점)"
148,4,3.35,3.3499999999999996,"1타 [TE] (1점) -> 2타 [PS] (1점) -> 3타 [PS] (-0.2점) -> 4타 [FB / 17] (-0.05점) -> 5타 [RO / 18] (0점) -> 6타 [RO / 29] (1.25점) -> 7타 [PS] (1점) -> 8타 [PS] (-0.12점) -> 9타 [FB / 46] (0.48점) -> 10타 [GA / 19] (-0.53점) -> 11타 [FW / 20] (0.23점) -> 12타 [GR / 4] (-0.7점)"
149,5,-1.25,-1.25,"1타 [TE] (-0.01점) -> 2타 [GR / 15] (-1.24점)"
152,5,1.75,1.7499999999999996,"1타 [TE] (-0.01점) -> 2타 [GR / 15] (0.81점) -> 3타 [GR / 10] (0.65점) -> 4타 [GR / 4] (1.15점) -> 5타 [GR / 6] (-0.85점)"
154,5,0.85,0.8499999999999996,"1타 [TE] (-1.17점) -> 2타 [FB / 32] (1.45점) -> 3타 [FB / 123] (0.75점) -> 4타 [RO / 87] (0.77점) -> 5타 [FW / 94] (1.18점) -> 6타 [FB / 65] (0.13점) -> 7타 [GA / 1] (1점) -> 8타 [PS] (-0.52점) -> 9타 [RO / 129] (-1.28점) -> 10타 [FW / 77] (-0.6점) -> 11타 [FW / 109] (0.3점) -> 12타 [GR / 12] (-1.14점)"
155,5,-0.22,-0.22499999999999992,"1타 [TE] (0.4점) -> 2타 [GB / 29] (0.2점) -> 3타 [RO / 93] (-0.85점) -> 4타 [RO / 73] (-0.17점) -> 5타 [GR / 5] (0.3점) -> 6타 [GR / 1] (-0.1점)"
156,5,-0.1,-0.09500000000000042,"1타 [TE] (-1.01점) -> 2타 [FW / 133] (0.83점) -> 3타 [FB / 38] (0.18점) -> 4타 [GA / 9] (-0.98점) -> 5타 [FB / 23] (1.2점) -> 6타 [PS] (0.6점) -> 7타 [GB / 2] (0.2점) -> 8타 [RO / 105] (0.16점) -> 9타 [GR / 17] (-1.28점)"
157,3,2.5,2.5,"1타 [TE] (0.75점) -> 2타 [FW / 83] (0.51점) -> 3타 [RO / 10] (0.85점) -> 4타 [GB / 9] (1.4점) -> 5타 [OB] (-0.9점) -> 6타 [GR / 1] (-0.1점)"
158,3,8.62,8.62,"1타 [TE] (0.85점) -> 2타 [FW / 100] (1.33점) -> 3타 [RO / 117] (0.65점) -> 4타 [RO / 41] (1.3점) -> 5타 [RO / 103] (0.67점) -> 6타 [FW / 93] (1.18점) -> 7타 [FB / 68] (1.02점) -> 8타 [PS] (0.51점) -> 9타 [RO / 19] (0.85점) -> 10타 [GB / 12] (0.2점) -> 11타 [RO / 96] (-0.16점) -> 12타 [FW / 113] (0.56점) -> 13타 [GA / 30] (0.58점) -> 14타 [FB / 38] (0.18점) -> 15타 [GA / 5] (-1.1점)"
161,5,5.68,5.675,"1타 [TE] (-1.07점) -> 2타 [FB / 52] (1.45점) -> 3타 [FB / 149] (0.22점) -> 4타 [GB / 21] (1점) -> 5타 [GB / 9] (0.95점) -> 6타 [RO / 58] (0.18점) -> 7타 [GR / 10] (0.75점) -> 8타 [GR / 5] (0.3점) -> 9타 [GR / 1] (1.7점) -> 10타 [GR / 5] (1.25점) -> 11타 [GR / 10] (-1.05점)"
162,3,-0.08,-0.07999999999999985,"1타 [TE] (0.57점) -> 2타 [FB / 27] (0.12점) -> 3타 [FW / 91] (0.13점) -> 4타 [FW / 114] (0.03점) -> 5타 [FW / 104] (0.08점) -> 6타 [FW / 130] (0.29점) -> 7타 [GR / 17] (-1.28점)"
164,3,6.96,6.96,"1타 [TE] (0.8점) -> 2타 [FW / 95] (1점) -> 3타 [FW / 93] (0.67점) -> 4타 [FB / 14] (0.8점) -> 5타 [GB / 10] (0.75점) -> 6타 [GA / 13] (0.2점) -> 7타 [RO / 130] (-0.08점) -> 8타 [RO / 117] (0.12점) -> 9타 [GR / 18] (0.4점) -> 10타 [GR / 4] (1점) -> 11타 [GR / 4] (1.3점) -> 12타 [GR / 9] (0.7점) -> 13타 [GR / 4] (-0.7점)"
165,4,5.8,5.8,"1타 [TE] (0.08점) -> 2타 [FB / 84] (1.93점) -> 3타 [OB] (0.45점) -> 4타 [GA / 30] (-0.08점) -> 5타 [RO / 63] (-0.28점) -> 6타 [FW / 67] (1.36점) -> 7타 [PS] (0.23점) -> 8타 [FB / 116] (0.38점) -> 9타 [GB / 11] (0.75점) -> 10타 [GA / 13] (1점) -> 11타 [GA / 23] (0.08점) -> 12타 [RO / 92] (-0.32점) -> 13타 [RO / 16] (0.18점) -> 14타 [RO / 68] (-0.18점) -> 15타 [FW / 85] (0.26점)"
170,5,-1.25,-1.25,"1타 [TE] (0.06점) -> 2타 [GR / 19] (-1.31점)"
172,5,-0.25,-0.25,"1타 [TE] (0.01점) -> 2타 [GR / 16] (0.34점) -> 3타 [GR / 3] (-0.6점)"
175,4,8.88,8.88,"1타 [TE] (-0.08점) -> 2타 [RO / 60] (-0.17점) -> 3타 [RO / 15] (1.25점) -> 4타 [RO / 15] (-0.2점) -> 5타 [FB / 39] (0.43점) -> 6타 [GA / 14] (0.79점) -> 7타 [GR / 12] (0.81점) -> 8타 [GR / 8] (0.9점) -> 9타 [GR / 6] (0.75점) -> 10타 [GR / 3] (1.4점) -> 11타 [GR / 9] (0.85점) -> 12타 [GR / 6] (1점) -> 13타 [GR / 6] (0.5점) -> 14타 [GR / 2] (1.65점) -> 15타 [GR / 9] (-1점)"
176,4,2.88,2.88,"1타 [TE] (-0.2점) -> 2타 [FB / 38] (1.36점) -> 3타 [FB / 122] (-0.04점) -> 4타 [GR / 15] (0.66점) -> 5타 [GR / 7] (1.05점) -> 6타 [GR / 8] (1.1점) -> 7타 [GR / 10] (-1.05점)"
178,3,7.9,7.900000000000001,"1타 [TE] (0.6점) -> 2타 [GB / 22] (0.85점) -> 3타 [GA / 29] (0.25점) -> 4타 [FB / 97] (0.48점) -> 5타 [GB / 3] (1점) -> 6타 [GB / 2] (-0.08점) -> 7타 [FW / 94] (2.21점) -> 8타 [OB] (-0.08점) -> 9타 [FW / 71] (0.56점) -> 10타 [RO / 10] (0.5점) -> 11타 [FB / 68] (0.28점) -> 12타 [FB / 96] (0.53점) -> 13타 [GB / 29] (0.25점) -> 14타 [FB / 158] (0.57점) -> 15타 [PS] (0점)"
179,4,2.88,2.88,"1타 [TE] (-0.2점) -> 2타 [FB / 34] (0.68점) -> 3타 [GB / 16] (0.7점) -> 4타 [GR / 18] (0.5점) -> 5타 [GR / 5] (1점) -> 6타 [GR / 5] (1.2점) -> 7타 [GR / 9] (-1점)"
180,4,5.23,5.23,"1타 [TE] (1점) -> 2타 [PS] (0.38점) -> 3타 [RO / 154] (0.38점) -> 4타 [RO / 36] (0.48점) -> 5타 [GA / 14] (1점) -> 6타 [GA / 19] (-0.17점) -> 7타 [RO / 49] (-0.03점) -> 8타 [FW / 95] (0.55점) -> 9타 [GA / 21] (0.55점) -> 10타 [GR / 7] (0.7점) -> 11타 [GR / 3] (1.4점) -> 12타 [GR / 9] (-1점)"
181,4,0.68,0.675,"1타 [TE] (0.43점) -> 2타 [FB / 150] (0.18점) -> 3타 [GB / 18] (0.25점) -> 4타 [FB / 102] (-0.1점) -> 5타 [RO / 96] (-0.48점) -> 6타 [FW / 54] (0.72점) -> 7타 [GR / 19] (0.69점) -> 8타 [GR / 9] (-1점)"
182,3,4.7,4.7,"1타 [TE] (0.1점) -> 2타 [GA / 10] (1.5점) -> 3타 [GB / 13] (0.25점) -> 4타 [FB / 99] (0.08점) -> 5타 [RO / 122] (0.38점) -> 6타 [GB / 16] (1점) -> 7타 [GB / 5] (0.61점) -> 8타 [GR / 14] (0.39점) -> 9타 [GR / 3] (1.2점) -> 10타 [GR / 5] (-0.8점)"
183,4,2.78,2.7750000000000004,"1타 [TE] (-0.2점) -> 2타 [FW / 99] (0.81점) -> 3타 [GB / 19] (-0.08점) -> 4타 [FW / 87] (0.23점) -> 5타 [FB / 64] (0.45점) -> 6타 [FB / 156] (-0.16점) -> 7타 [GR / 16] (0.64점) -> 8타 [GR / 7] (0.45점) -> 9타 [GR / 2] (1.6점) -> 10타 [GR / 8] (-0.95점)"
185,4,-0.12,-0.12,"1타 [TE] (-0.25점) -> 2타 [RO / 38] (0.27점) -> 3타 [GR / 12] (0.46점) -> 4타 [GR / 3] (-0.6점)"
186,3,2.76,2.7600000000000007,"1타 [TE] (0.93점) -> 2타 [RO / 61] (1.3점) -> 3타 [FB / 115] (-0.12점) -> 4타 [GA / 7] (0.25점) -> 5타 [FW / 30] (1.01점) -> 6타 [GB / 13] (0.35점) -> 7타 [GR / 8] (-0.95점)"
188,4,4.87,4.874999999999999,"1타 [TE] (2점) -> 2타 [OB] (-0.05점) -> 3타 [FW / 126] (0.98점) -> 4타 [RO / 60] (0.68점) -> 5타 [GB / 24] (0.4점) -> 6타 [PS] (0.6점) -> 7타 [GB / 2] (-0.08점) -> 8타 [FW / 87] (0.01점) -> 9타 [RO / 13] (0.35점) -> 10타 [GA / 9] (0.18점) -> 11타 [FB / 102] (0.43점) -> 12타 [GB / 7] (0.66점) -> 13타 [GR / 16] (-1.26점)"
189,5,-0.62,-0.6199999999999999,"1타 [TE] (-1.1점) -> 2타 [FW / 119] (1.86점) -> 3타 [FW / 119] (0.38점) -> 4타 [RO / 100] (0.85점) -> 5타 [RO / 73] (-0.17점) -> 6타 [FB / 30] (-0.87점) -> 7타 [FW / 97] (-0.7점) -> 8타 [FW / 102] (-0.14점) -> 9타 [GR / 4] (-0.7점)"
191,5,2.85,2.85,"1타 [TE] (1.75점) -> 2타 [OB] (-0.62점) -> 3타 [RO / 100] (0.75점) -> 4타 [RO / 58] (1.3점) -> 5타 [RO / 110] (0.83점) -> 6타 [RO / 110] (0.93점) -> 7타 [FB / 55] (0.18점) -> 8타 [GA / 6] (-0.37점) -> 9타 [RO / 152] (-1.13점) -> 10타 [FW / 132] (-0.82점) -> 11타 [RO / 65] (-0.82점) -> 12타 [GR / 1] (1.5점) -> 13타 [GR / 3] (-0.6점)"
195,5,1.75,1.75,"1타 [TE] (0.75점) -> 2타 [TE] (-0.05점) -> 3타 [GR / 8] (0.15점) -> 4타 [GR / 1] (1.9점) -> 5타 [GR / 9] (-1점)"
196,4,2.1,2.1,"1타 [TE] (1점) -> 2타 [PS] (-0.05점) -> 3타 [FW / 123] (1.28점) -> 4타 [RO / 123] (0.43점) -> 5타 [GB / 27] (0.45점) -> 6타 [GA / 8] (-0.2점) -> 7타 [FW / 94] (0.28점) -> 8타 [RO / 99] (-0.17점) -> 9타 [GR / 7] (-0.9점)"
198,5,-1.25,-1.25,"1타 [TE] (-0.01점) -> 2타 [GR / 15] (-1.24점)"
202,5,2.41,2.41,"1타 [TE] (0.35점) -> 2타 [GB / 6] (0.65점) -> 3타 [FW / 30] (0.62점) -> 4타 [GR / 14] (0.59점) -> 5타 [GR / 5] (1.1점) -> 6타 [GR / 7] (-0.9점)"
207,4,2.88,2.88,"1타 [TE] (0.05점) -> 2타 [FW / 147] (0.75점) -> 3타 [FW / 99] (1.01점) -> 4타 [FB / 39] (0.34점) -> 5타 [GR / 16] (0.69점) -> 6타 [GR / 8] (0.65점) -> 7타 [GR / 3] (-0.6점)"
208,3,4.66,4.66,"1타 [TE] (1.2점) -> 2타 [RO / 33] (1.38점) -> 3타 [FB / 32] (2.08점) -> 4타 [OB] (1.38점) -> 5타 [RO / 150] (-0.13점) -> 6타 [GR / 15] (-1.24점)"
209,5,-2.63,-2.6250000000000004,"1타 [TE] (0.35점) -> 2타 [GB / 17] (-0.08점) -> 3타 [FW / 133] (-0.67점) -> 4타 [FB / 83] (0.02점) -> 5타 [GA / 6] (-0.57점) -> 6타 [RO / 118] (-0.9점) -> 7타 [RO / 81] (-1.18점) -> 8타 [FW / 51] (0.76점) -> 9타 [GA / 19] (0.75점) -> 10타 [GR / 11] (-1.1점)"
210,3,3.33,3.3299999999999996,"1타 [TE] (1점) -> 2타 [PS] (1.1점) -> 3타 [FW / 152] (1.16점) -> 4타 [FB / 39] (-0.07점) -> 5타 [GR / 6] (1점) -> 6타 [GR / 6] (-0.85점)"
212,3,1.77,1.7700000000000002,"1타 [TE] (0.98점) -> 2타 [RO / 77] (0.55점) -> 3타 [RO / 26] (0.6점) -> 4타 [GA / 17] (0.6점) -> 5타 [GR / 8] (-0.95점)"
215,5,-0.25,-0.25,"1타 [TE] (0.01점) -> 2타 [GR / 16] (0.34점) -> 3타 [GR / 3] (-0.6점)"
219,5,0.59,0.5850000000000002,"1타 [TE] (-0.82점) -> 2타 [RO / 114] (0.67점) -> 3타 [FW / 109] (0.51점) -> 4타 [GA / 12] (1.25점) -> 5타 [GB / 4] (0.98점) -> 6타 [FB / 31] (-1.52점) -> 7타 [FW / 14] (-0.37점) -> 8타 [GR / 1] (-0.1점)"
220,3,3.8,3.7950000000000004,"1타 [TE] (1.23점) -> 2타 [FB / 114] (0.75점) -> 3타 [RO / 79] (0.27점) -> 4타 [FW / 27] (0.73점) -> 5타 [RO / 115] (-0.82점) -> 6타 [GR / 2] (1.6점) -> 7타 [GR / 8] (0.4점) -> 8타 [GR / 2] (-0.35점)"
222,5,0.47,0.47499999999999976,"1타 [TE] (-2.06점) -> 2타 [FW / 10] (1.13점) -> 3타 [GB / 8] (0.71점) -> 4타 [GR / 19] (0.29점) -> 5타 [GR / 3] (1점) -> 6타 [GR / 3] (-0.6점)"
223,5,4.8,4.8,"1타 [TE] (1.75점) -> 2타 [OB] (2점) -> 3타 [OB] (-0.75점) -> 4타 [FW / 134] (0.61점) -> 5타 [GB / 17] (-0.08점) -> 6타 [FW / 68] (-0.17점) -> 7타 [RO / 125] (0.38점) -> 8타 [GB / 14] (0.95점) -> 9타 [RO / 56] (1.13점) -> 10타 [PS] (0.26점) -> 11타 [GR / 16] (-1.26점)"
226,5,-1.25,-1.25,"1타 [TE] (-0.45점) -> 2타 [GR / 5] (-0.8점)"
228,5,1.75,1.7499999999999998,"1타 [TE] (-0.55점) -> 2타 [GR / 4] (1.2점) -> 3타 [GR / 7] (1점) -> 4타 [GR / 7] (0.8점) -> 5타 [GR / 4] (-0.7점)"
230,3,5.61,5.614999999999998,"1타 [TE] (0.43점) -> 2타 [FB / 13] (0.4점) -> 3타 [RO / 140] (0.68점) -> 4타 [RO / 140] (0.6점) -> 5타 [GB / 2] (-0.08점) -> 6타 [FW / 137] (1점) -> 7타 [FW / 137] (0.65점) -> 8타 [GB / 27] (0.25점) -> 9타 [FB / 72] (0.18점) -> 10타 [RO / 158] (-0.45점) -> 11타 [FW / 70] (0.76점) -> 12타 [FB / 14] (0.46점) -> 13타 [GR / 16] (0.09점) -> 14타 [GR / 2] (1.65점) -> 15타 [GR / 9] (-1점)"
235,4,0.88,0.8750000000000002,"1타 [TE] (0.13점) -> 2타 [FB / 97] (0.48점) -> 3타 [GB / 25] (0.2점) -> 4타 [RO / 68] (0.05점) -> 5타 [RO / 71] (-0.18점) -> 6타 [FW / 90] (-0.69점) -> 7타 [GR / 1] (1.95점) -> 8타 [GR / 10] (-1.05점)"
237,4,1.33,1.3300000000000003,"1타 [TE] (1점) -> 2타 [TE] (-0.2점) -> 3타 [FB / 29] (-0.05점) -> 4타 [RO / 17] (0.28점) -> 5타 [FB / 77] (0점) -> 6타 [RO / 87] (-0.23점) -> 7타 [FB / 35] (0.16점) -> 8타 [RO / 92] (0.02점) -> 9타 [GA / 9] (-0.4점) -> 10타 [FW / 58] (0.76점) -> 11타 [GA / 16] (1점) -> 12타 [GA / 16] (-0.05점) -> 13타 [GR / 8] (-0.95점)"
238,3,5.63,5.625,"1타 [TE] (1.33점) -> 2타 [FB / 133] (0.6점) -> 3타 [RO / 60] (0.43점) -> 4타 [GA / 23] (1.25점) -> 5타 [GB / 11] (-0.08점) -> 6타 [FW / 117] (0.29점) -> 7타 [GR / 13] (0.42점) -> 8타 [GR / 3] (1.25점) -> 9타 [GR / 6] (1점) -> 10타 [GR / 6] (-0.85점)"
239,5,3.75,3.7500000000000004,"1타 [TE] (0.06점) -> 2타 [GR / 19] (0.29점) -> 3타 [GR / 3] (1.45점) -> 4타 [GR / 10] (0.8점) -> 5타 [GR / 6] (1.1점) -> 6타 [GR / 8] (0.95점) -> 7타 [GR / 7] (-0.9점)"
240,4,0.88,0.8799999999999999,"1타 [TE] (-0.15점) -> 2타 [FW / 104] (-0.1점) -> 3타 [RO / 30] (0.21점) -> 4타 [RO / 94] (-0.15점) -> 5타 [RO / 62] (0.38점) -> 6타 [GR / 18] (0.7점) -> 7타 [GR / 9] (0.8점) -> 8타 [GR / 5] (-0.8점)"
241,5,-2.05,-2.0500000000000003,"1타 [TE] (-1.26점) -> 2타 [FW / 86] (0.71점) -> 3타 [GA / 29] (-0.73점) -> 4타 [RO / 83] (-0.75점) -> 5타 [RO / 80] (-0.03점) -> 6타 [GR / 9] (0.95점) -> 7타 [GR / 8] (-0.95점)"
242,5,-1.25,-1.25,"1타 [TE] (-0.07점) -> 2타 [GR / 13] (-1.18점)"
244,5,0.87,0.8749999999999998,"1타 [TE] (0.75점) -> 2타 [TE] (-0.52점) -> 3타 [RO / 120] (0.42점) -> 4타 [GB / 30] (-0.08점) -> 5타 [FW / 77] (0.63점) -> 6타 [GR / 20] (0.38점) -> 7타 [GR / 4] (-0.7점)"
245,5,-0.25,-0.25,"1타 [TE] (-0.11점) -> 2타 [GR / 12] (0.21점) -> 3타 [GR / 2] (-0.35점)"
246,5,1.75,1.7499999999999996,"1타 [TE] (0.75점) -> 2타 [TE] (0.18점) -> 3타 [GR / 13] (0.67점) -> 4타 [GR / 6] (0.5점) -> 5타 [GR / 2] (-0.35점)"
247,3,4.99,4.985,"1타 [TE] (0.6점) -> 2타 [GB / 19] (0.98점) -> 3타 [FB / 32] (1.08점) -> 4타 [FB / 32] (0.35점) -> 5타 [GA / 12] (-0.08점) -> 6타 [FW / 124] (2.06점) -> 7타 [OB] (0.32점) -> 8타 [GR / 20] (0.63점) -> 9타 [GR / 8] (-0.95점)"
249,3,1.3,1.2950000000000002,"1타 [TE] (0.52점) -> 2타 [RO / 23] (0.85점) -> 3타 [GB / 22] (0.25점) -> 4타 [FB / 132] (-0.12점) -> 5타 [GR / 14] (0.84점) -> 6타 [GR / 10] (-1.05점)"
250,4,4.88,4.88,"1타 [TE] (-0.53점) -> 2타 [FW / 32] (1.64점) -> 3타 [RO / 122] (-0.43점) -> 4타 [GR / 5] (1.05점) -> 5타 [GR / 6] (0.5점) -> 6타 [GR / 2] (1.35점) -> 7타 [GR / 4] (0.65점) -> 8타 [GR / 2] (1.55점) -> 9타 [GR / 7] (-0.9점)"
251,4,6.68,6.675000000000001,"1타 [TE] (1점) -> 2타 [PS] (0.6점) -> 3타 [GB / 23] (1점) -> 4타 [FB / 57] (-0.12점) -> 5타 [GR / 5] (0.8점) -> 6타 [GR / 3] (1.1점) -> 7타 [GR / 4] (1.25점) -> 8타 [GR / 8] (0.15점) -> 9타 [GR / 1] (1.75점) -> 10타 [GR / 6] (-0.85점)"
253,3,3.83,3.83,"1타 [TE] (1.25점) -> 2타 [FB / 36] (0.68점) -> 3타 [FW / 52] (1.45점) -> 4타 [FW / 148] (0.21점) -> 5타 [RO / 10] (0.1점) -> 6타 [GR / 6] (1.1점) -> 7타 [GR / 8] (-0.95점)"
257,3,0.5,0.5,"1타 [TE] (0.3점) -> 2타 [FB / 10] (0.8점) -> 3타 [GB / 22] (0.54점) -> 4타 [GR / 12] (-1.14점)"
261,4,3.76,3.7600000000000002,"1타 [TE] (0.18점) -> 2타 [RO / 111] (1.05점) -> 3타 [RO / 120] (0.78점) -> 4타 [PS] (-0.53점) -> 5타 [FW / 22] (0.66점) -> 6타 [FB / 90] (-0.05점) -> 7타 [FB / 87] (-0.6점) -> 8타 [FW / 31] (0.21점) -> 9타 [FB / 35] (0.68점) -> 10타 [GB / 16] (0.68점) -> 11타 [GR / 17] (0.77점) -> 12타 [GR / 10] (0.3점) -> 13타 [GR / 2] (-0.35점)"
262,3,9.18,9.175,"1타 [TE] (1점) -> 2타 [FW / 132] (0.66점) -> 3타 [GB / 28] (0.35점) -> 4타 [PS] (2점) -> 5타 [OB] (0.25점) -> 6타 [FB / 86] (0.18점) -> 7타 [FB / 56] (0.68점) -> 8타 [GB / 5] (0.2점) -> 9타 [RO / 107] (-0.07점) -> 10타 [GR / 10] (0.9점) -> 11타 [GR / 8] (1점) -> 12타 [GR / 8] (0.9점) -> 13타 [GR / 6] (1점) -> 14타 [GR / 6] (1.1점) -> 15타 [GR / 8] (-0.95점)"
263,3,6.13,6.125000000000001,"1타 [TE] (0.1점) -> 2타 [GA / 8] (1.5점) -> 3타 [GB / 5] (0.4점) -> 4타 [PS] (0.2점) -> 5타 [RO / 97] (0.16점) -> 6타 [GR / 15] (0.56점) -> 7타 [GR / 5] (0.8점) -> 8타 [GR / 3] (1.25점) -> 9타 [GR / 6] (1.05점) -> 10타 [GR / 7] (0.45점) -> 11타 [GR / 2] (-0.35점)"
264,3,9.57,9.57,"1타 [TE] (2점) -> 2타 [OB] (0.35점) -> 3타 [GA / 23] (0.57점) -> 4타 [FB / 20] (1.2점) -> 5타 [FB / 20] (0.45점) -> 6타 [GA / 27] (2점) -> 7타 [OB] (-0.15점) -> 8타 [GR / 6] (1.1점) -> 9타 [GR / 8] (0.4점) -> 10타 [GR / 2] (1점) -> 11타 [GR / 2] (1.55점) -> 12타 [GR / 7] (-0.9점)"
265,4,4.21,4.205,"1타 [TE] (-0.65점) -> 2타 [GA / 19] (-0.25점) -> 3타 [RO / 34] (0.41점) -> 4타 [RO / 135] (0.18점) -> 5타 [GA / 26] (0.65점) -> 6타 [GA / 1] (-0.3점) -> 7타 [FW / 74] (0.41점) -> 8타 [GA / 8] (-0.4점) -> 9타 [FW / 59] (0.21점) -> 10타 [FB / 26] (2.2점) -> 11타 [OB] (0.23점) -> 12타 [RO / 123] (0.43점) -> 13타 [GB / 30] (0.95점) -> 14타 [GB / 2] (0.2점) -> 15타 [RO / 85] (-0.03점)"
266,5,-1.52,-1.525,"1타 [TE] (-1.07점) -> 2타 [FB / 59] (0.85점) -> 3타 [FB / 26] (-0.47점) -> 4타 [FB / 87] (-0.93점) -> 5타 [FW / 116] (-0.19점) -> 6타 [GR / 4] (1.2점) -> 7타 [GR / 7] (-0.9점)"
267,5,0.41,0.4099999999999999,"1타 [TE] (0.35점) -> 2타 [GB / 16] (0.98점) -> 3타 [FB / 33] (0.38점) -> 4타 [GR / 18] (-1.3점)"
269,5,-2.78,-2.7750000000000004,"1타 [TE] (-1.23점) -> 2타 [FB / 25] (-0.7점) -> 3타 [FW / 105] (0.3점) -> 4타 [GR / 12] (-1.14점)"
271,4,0.82,0.8249999999999997,"1타 [TE] (-0.08점) -> 2타 [RO / 62] (-0.45점) -> 3타 [FW / 25] (1.18점) -> 4타 [GB / 27] (0.2점) -> 5타 [RO / 83] (0.07점) -> 6타 [GA / 2] (1.21점) -> 7타 [GR / 19] (-1.31점)"
272,5,9.69,9.69,"1타 [TE] (0.35점) -> 2타 [GB / 3] (0.56점) -> 3타 [FW / 15] (0.01점) -> 4타 [RO / 121] (-0.02점) -> 5타 [GR / 14] (0.14점) -> 6타 [GR / 2] (1점) -> 7타 [GR / 2] (1.25점) -> 8타 [GR / 3] (1.25점) -> 9타 [GR / 6] (1.2점) -> 10타 [GR / 10] (0.85점) -> 11타 [GR / 7] (0.45점) -> 12타 [GR / 2] (1.55점) -> 13타 [GR / 7] (0.2점) -> 14타 [GR / 1] (1점) -> 15타 [GR / 1] (-0.1점)"
273,5,-0.25,-0.2500000000000001,"1타 [TE] (-0.07점) -> 2타 [GR / 13] (0.67점) -> 3타 [GR / 6] (-0.85점)"
274,5,0.03,0.025000000000000133,"1타 [TE] (1.75점) -> 2타 [OB] (-0.57점) -> 3타 [RO / 114] (0.07점) -> 4타 [FW / 16] (0.1점) -> 5타 [RO / 143] (-0.04점) -> 6타 [GR / 17] (-1.28점)"
276,5,-1.27,-1.275,"1타 [TE] (-1.02점) -> 2타 [RO / 75] (0.63점) -> 3타 [GB / 14] (-0.08점) -> 4타 [FW / 97] (0.26점) -> 5타 [GR / 10] (-1.05점)"
280,5,7.75,7.754999999999999,"1타 [TE] (-1.17점) -> 2타 [RO / 49] (1.93점) -> 3타 [PS] (0.13점) -> 4타 [FB / 46] (1.5점) -> 5타 [RO / 153] (0.43점) -> 6타 [FB / 39] (1.06점) -> 7타 [FB / 64] (0.68점) -> 8타 [GB / 29] (1점) -> 9타 [GB / 27] (-0.08점) -> 10타 [FW / 74] (0.52점) -> 11타 [GR / 14] (0.69점) -> 12타 [GR / 7] (1.1점) -> 13타 [GR / 9] (1점) -> 14타 [GR / 9] (-1점)"
281,3,1.68,1.6750000000000003,"1타 [TE] (0.6점) -> 2타 [GB / 5] (-0.08점) -> 3타 [FW / 105] (0.45점) -> 4타 [GR / 18] (0.5점) -> 5타 [GR / 5] (1.05점) -> 6타 [GR / 6] (-0.85점)"
282,3,3.33,3.329999999999999,"1타 [TE] (1.2점) -> 2타 [RO / 34] (1.08점) -> 3타 [FW / 129] (-0.05점) -> 4타 [GR / 7] (0.95점) -> 5타 [GR / 6] (1.1점) -> 6타 [GR / 8] (-0.95점)"
286,5,2.72,2.715,"1타 [TE] (-1.02점) -> 2타 [FB / 61] (1.78점) -> 3타 [PS] (-0.05점) -> 4타 [FW / 77] (0.76점) -> 5타 [GA / 28] (1.15점) -> 6타 [GB / 24] (0.66점) -> 7타 [FW / 41] (0.16점) -> 8타 [GR / 4] (-0.7점)"
